,선수명: ,등번호: ,생년월일: ,포지션: ,신장/체중: ,경력: ,입단 계약금: ,연봉: ,지명순위: ,입단년도: 
76461,김기태,30,1987년 05월 11일,투수(우투우타),183cm/96kg,영랑초-설악중-동산고-삼성-상무,,,06 삼성 2차 3라운드 23순위,06삼성
76467,강희성,32,1980년 10월 12일,투수(우투우타),183cm/91kg,수유초-신일중-경기고-홍익대-삼성,,,,
76469,모상기,63,1987년 01월 03일,내야수(우투우타),192cm/102kg,화계초-신일중-신일고-삼성-상무-삼성,,,06 삼성 2차 6라운드 47순위,06삼성
76509,김문호,64,1987년 06월 22일,외야수(좌투좌타),185cm/102kg,고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무-롯데,12000만원,5000만원,06 롯데 2차 3라운드 17순위,06롯데
76512,마이로우,12,1976년 09월 04일,외야수(우투좌타),178cm/90kg,미국 루이지애나공대,,,,
76515,홍유택,15,1983년 07월 16일,내야수(우투좌타),172cm/80kg,신학초-청량중-덕수정보고-건국대,,,,
76522,서준호,65,1987년 12월 04일,외야수(우투우타),179cm/70kg,역삼초-이수중-장충고,,,,
76525,존갈,25,1978년 04월 02일,외야수(우투우타),182cm/85kg,미국 스탠포드대,,,,
76529,나승현,29,1987년 04월 06일,투수(우언우타),178cm/90kg,송정동초-충장중-광주제일고-(영남사이버대)-롯데-경찰-롯데,,,06 롯데 2차 1라운드 1순위,06롯데
76531,김용강,31,,외야수(우투우타),188cm/82kg,일본 센타이쿠에고,,,,
76536,손용석,71,1987년 04월 13일,(우투우타),176cm/95kg,사직초(부산동래마린스리틀)-부산중-부산고-롯데,,,06 롯데 1차,06롯데
76540,배장호,49,1987년 06월 25일,투수(우언우타),188cm/99kg,수원신곡초-수원북중-유신고-(영남사이버대)-롯데-상무,9000만원,2700만원,06 롯데 2차 4라운드 25순위,06롯데
76550,김유신,29,1986년 05월 01일,투수(좌투좌타),190cm/90kg,감천초-경남중-경남고-(영남사이버대),,,06 롯데 2차 5라운드 33순위,
76553,이승재,93,1983년 06월 09일,(우투우타),182cm/88kg,양덕초-마산중-마산고-경희대-롯데-NC,,,02 롯데 2차 5라운드 38순위,06롯데
76556,추경식,95,1983년 11월 19일,내야수(우투좌타),177cm/80kg,금평초-전라중-전주고-성균관대-롯데,,,02 롯데 2차 9라운드 70순위,10SK
76562,황동채,39,1983년 07월 04일,외야수(우투우타),180cm/73kg,중앙초-개성중-부산고-성균관대-롯데-경찰-롯데,,,06 롯데 2차 6라운드 41순위,06롯데
76563,이진혁,63,1983년 03월 20일,내야수(우투좌타),180cm/78kg,청주세광고-동아대,,,,
76564,박상흠,64,1986년 08월 13일,투수(우투우타),185cm/88kg,경남고,,,,
76567,김정환,45,1984년 01월 21일,투수(우투우타),182cm/84kg,숭의초-동산중-동산고,,,,
76573,야나기타,73,,(),179cm/77kg,일본 미야자키현립노베오카공고,,,,
76604,황연선,4,1983년 04월 24일,내야수(우투우타),183cm/82kg,양목초-신월중-동산고-고려대,,,,
76610,한기주,27,1987년 04월 29일,투수(우투우타),186cm/95kg,광주수창초-광주동성중-광주동성고-(광주대)-KIA,,,06 KIA 1차,06KIA
76632,서브넥,32,1976년 08월 21일,내야수(우투우타),178cm/80kg,미국 미시간대,,,,
76633,스캇,32,1975년 05월 17일,내야수(우투우타),193cm/90kg,미국 웨스트 버지니아대,,,,
76638,박정규,38,1983년 04월 17일,투수(좌언좌타),175cm/80kg,내덕초-청주중-청주기공고-경희대-KIA-경찰,,,06 KIA 2차 2라운드 13순위,
76639,손영민,19,1987년 04월 28일,투수(우언우타),184cm/105kg,청주우암초-청주중-청주기공고,,,06 KIA 2차 1라운드 5순위,06KIA
76650,진해수,21,1986년 06월 26일,투수(좌투좌타),187cm/85kg,동삼초-경남중-부경고-KIA-상무-KIA-SK,4000만원,25000만원,05 KIA 2차 7라운드 50순위,06KIA
76653,박경태,57,1987년 09월 02일,투수(좌투좌타),185cm/99kg,인천숭의초-동산중-동산고,,,06 KIA 2차 3라운드 21순위,06KIA
76656,류은재,01,1983년 12월 13일,외야수(우투우타),181cm/87kg,대신초-경남중-경남고-단국대,,,06 KIA 육성선수,06KIA
76658,김요한,56,1982년 04월 17일,투수(우언우타),184cm/88kg,언북초-신일중-장충고-동국대,,,,
76664,이성준,64,1983년 08월 26일,외야수(우투우타),178cm/75kg,선린인터넷고-경희대,,,,
76667,김준무,66,1987년 07월 28일,내야수(우투좌타),182cm/80kg,사당초-강남중-서울고,,,,
76669,변강득,28,1987년 05월 29일,투수(우투우타),180cm/87kg,사파초-창원신월중-용마고-KIA,,,06 KIA 2차 6라운드 45순위,06KIA
76704,김성환,4,1982년 05월 28일,내야수(우투좌타),184cm/90kg,신일고-경희대,,,,
76715,류현진,99,1987년 03월 25일,투수(좌투우타),187cm/98kg,창영초-동산중-동산고-(대전대),,,06 한화 2차 1라운드 2순위,
76720,정범모,20,1987년 03월 26일,포수(우투우타),184cm/94kg,내덕초-청주중-청주기공고-한화-상무-한화,9000만원,5500만원,06 한화 2차 3라운드 18순위,06한화
76729,김경선,38,1983년 08월 20일,투수(우투우타),182cm/74kg,송정동초-무등중-진흥고-고려대-한화,,,02 한화 2차 7라운드 52순위,
76739,최주녕,13,1983년 07월 18일,내야수(우투우타),181cm/80kg,부산대연초-대천중-부산고-중앙대,,,,
76742,임기범,42,1987년 08월 03일,포수(우투우타),187cm/88kg,하안북초-영남중-성남고,,,,
76743,연경흠,43,1983년 09월 14일,외야수(좌투좌타),176cm/78kg,석교초-청주중-청주기공고-인하대-한화-경찰-한화,,,02 한화 2차 12라운드 90순위,06한화
76746,김태완,88,1984년 01월 27일,(우투우타),189cm/105kg,양목초-신월중-중앙고-성균관대-한화-넥센,,,02 한화 2차 8라운드 60순위,06한화
76749,임재청,48,1984년 02월 21일,투수(좌투좌타),183cm/84kg,감천초-경남중-경남고-동아대,,,,
76753,송광민,7,1983년 06월 24일,내야수(우투우타),184cm/90kg,대전신흥초-충남중-공주고-동국대,10000만원,25000만원,02 한화 2차 10라운드 76순위,06한화
76756,장병탁,56,1983년 09월 05일,투수(우투우타),185cm/83kg,서울고-성균관대,,,,
76757,유원상,55,1986년 06월 17일,투수(우투우타),187cm/93kg,둔촌초-잠신중-북일고-한화-LG-NC,55000만원,4000만원,06 한화 1차 ,06한화
76758,안영진,37,1983년 09월 03일,투수(우투우타),183cm/80kg,남산초-천안북중-북일고-성균관대,,,02 한화 2차 11라운드 83순위,
76759,양승진,100,1987년 04월 19일,투수(좌투좌타),183cm/80kg,삼전초-춘천중-춘천고-(영남사이버대)-한화,,,06 한화 2차 2라운드 10순위,06한화
76763,신해수,41,1987년 11월 30일,투수(우투우타),187cm/78kg,수창초-화순중-화순고,,,06 한화 2차 4라운드 26순위,
76802,김성현,16,1987년 03월 09일,내야수(우투우타),172cm/72kg,송정동초-충장중-광주제일고-SK-상무,7000만원,21000만원,06 SK 2차 3라운드 20순위,06SK
76810,시오타니,10,1974년 05월 27일,내야수(우투우타),183cm/84kg,일본 고베싱고학원,,,,
76812,이재원,20,1988년 02월 24일,포수(우투우타),185cm/98kg,인천숭의초-상인천중-인천고-SK-상무,25000만원,130000만원,06 SK 1차,06SK
76822,이한진,77,1983년 12월 20일,(우언우타),191cm/95kg,서림초-대헌중-인천고-건국대-SK,,,02 SK 2차 10라운드 75순위,06SK
76829,김성훈,96,1987년 05월 08일,투수(우투우타),183cm/92kg,숭의초-대헌중-인천고,,,06 SK 1라운드 4순위,
76833,김남영,33,1987년 12월 26일,외야수(우투좌타),178cm/78kg,북일고,,,,
76836,피커링,36,1976년 09월 29일,내야수(좌투좌타),198cm/125kg,미국 킹고,,,,
76849,이명기,33,1987년 12월 26일,외야수(좌투좌타),183cm/87kg,서화초-상인천중-인천고-SK-KIA,3000만원,24000만원,06 SK 2차 8라운드 63순위,06SK
76854,홍명찬,5,1987년 01월 19일,내야수(우투좌타),187cm/90kg,응암초-홍은중-한서고,,,06 SK 2차 2라운드 12순위,06SK
76858,박희수,47,1983년 07월 13일,투수(좌투좌타),184cm/88kg,대전유천초-한밭중-대전고-동국대-SK-상무,5000만원,12000만원,02 SK 2차 6라운드 43순위,06SK
76860,이장환,53,1984년 03월 02일,투수(우투우타),184cm/84kg,수서초-대치중-배재고-제주관광대,,,03 SK 2차 7라운드 50순위,
76863,김용태,63,1988년 01월 27일,투수(우투우타),182cm/80kg,인천고,,,,
76864,조용섭,64,1986년 02월 28일,투수(우투우타),183cm/85kg,제물포고,,,,
76868,김용섭,33,1983년 01월 18일,외야수(우투우타),183cm/82kg,고명초-잠신중-한서고-경희대-SK-경찰,,,02 SK 2차 5라운드 19순위,08경찰
76869,김재현,8,1987년 11월 07일,외야수(우투양타),175cm/72kg,방배초-서울경원중-원주고,5000만원,5600만원,06 SK 2차 5라운드 36순위,06SK
76955,남궁훈,95,1984년 01월 09일,투수(우투우타),cm/kg,덕수정보고-건국대-상무,,,,
77104,박용근,84,1984년 01월 21일,(우투우타),172cm/76kg,영랑초-설악중-속초상고-영남대-LG-경찰-LG-KT,,,07 LG 2차 1라운드 3순위,07LG
77126,최유건,92,1988년 08월 02일,투수(우투우타),195cm/91kg,화곡초-덕수중-덕수고-LG,,,,
77129,김유선,66,1988년 12월 01일,투수(좌투좌타),188cm/82kg,화곡초-영남중-덕수정보고,,,07 LG 1차,
77143,김태식,35,1988년 03월 01일,투수(우투우타),183cm/97kg,태안초-태안중-공주고-(영남사이버대),,,07 LG 2차 2라운드 17순위,
77147,봉중근,51,1980년 07월 15일,투수(좌투좌타),190cm/98kg,수유초-신일중-신일고,,,07 LG 1차,97애틀란타
77154,이승우,54,1988년 12월 08일,투수(좌투좌타),183cm/83kg,청원초-청원중-장충고-LG-경찰-LG,,,07 LG 2차 3라운드 19순위,07LG
77156,김준호,4,1984년 03월 03일,외야수(우투우타),185cm/88kg,연항초-여수중-효천고-고려대-LG,,,03 LG 2차 9라운드 67순위,
77157,발데스,57,1973년 06월 29일,외야수(좌투좌타),185cm/85kg,푸에르토리코 칼로스대,,,,
77166,윤성길,53,1984년 09월 29일,투수(우투우타),183cm/83kg,여수문수초-여수중-효천고-성균관대-LG-SK,,,,
77199,옥스프링,90,1977년 05월 13일,(우투좌타),183cm/90kg,호주 Ipswich(고)-LG-롯데-KT,,,07 LG 자유선발,07LG
77211,이용찬,45,1989년 01월 02일,투수(우투우타),185cm/85kg,신원초-양천중-장충고-두산-상무,45000만원,42000만원,07 두산 1차,07두산
77229,이원재,98,1988년 12월 01일,투수(우투우타),187cm/81kg,청원초-중앙중-중앙고,,,07 두산 2차 1라운드 7순위,07두산
77242,이두환,98,1988년 03월 16일,내야수(우투우타),185cm/105kg,수유초-이수중-장충고,,,07 두산 2차 2라운드 10순위,
77243,허도환,17,1984년 07월 31일,포수(우투우타),176cm/87kg,서울학동초-서울이수중-서울고-단국대-두산-넥센-한화-SK,,6500만원,03 두산 2차 7라운드 56순위,07두산
77248,오재원,24,1985년 02월 09일,내야수(우투좌타),185cm/75kg,서울학동초-서울경원중-야탑고-경희대,,30000만원,03 두산 2차 9라운드 72순위,07두산
77251,임태훈,51,1988년 09월 28일,투수(우투우타),182cm/83kg,역삼초-이수중-서울고-(방송통신대)-두산,,,07 두산 1차,07두산
77253,이용호,22,1988년 05월 07일,투수(우투우타),181cm/76kg,노원초(노원리틀)-청량중-덕수고,,,07 두산 2차 6라운드 42순위,07두산
77256,조영민,56,1985년 10월 31일,투수(우투우타),178cm/77kg,수유초-신일중-신일고-홍익대,,,,
77257,이승학,81,1979년 06월 02일,(우투우타),195cm/115kg,하단초-경남중-부산공고-단국대-두산,,,,
77263,김강률,27,1988년 08월 28일,투수(우투우타),187cm/95kg,문촌초(일산리틀)-장성중-경기고-두산-상무,8000만원,15000만원,07 두산 2차 4라운드 26순위,07두산
77264,권영준,90,1988년 04월 24일,내야수(우투우타),185cm/80kg,응암초-홍은중-중앙고,,,,
77268,이정민,68,1988년 08월 25일,내야수(우투우타),186cm/83kg,부양초-인창중-춘천고,,,07 두산 2차 5라운드 39순위,
77314,김남형,86,1988년 05월 08일,(우투우타),177cm/75kg,동막초-동인천중-인천고-현대-우리-히어로즈-넥센,,,07 현대 2차 3라운드 18순위,07현대
77318,장시환,28,1987년 11월 01일,투수(우투우타),184cm/93kg,태안초-태안중-북일고-현대-우리-히어로즈-상무-넥센-KT-롯데,18000만원,11000만원,07 현대 2차 1라운드 2순위,07현대
77326,임태준,44,1988년 04월 23일,포수(우투우타),178cm/90kg,수창초-진흥중-전주고-현대-히어로즈-넥센,,,07 현대 2차 2라운드 15순위,07현대
77412,곽동현,62,1984년 03월 17일,포수(우투우타),183cm/95kg,옥산초-경운중-상원고-한양대,,,,
77423,김상준,23,1988년 09월 16일,외야수(우투좌타),168cm/61kg,부곡초-중앙중-안상공고,,,,
77443,매존,44,1976년 07월 26일,투수(좌투좌타),194cm/94kg,미국 샌디에이고대,,,,
77444,윌슨,44,1976년 08월 06일,투수(우투우타),193cm/99kg,미국 조지아공대,,,,
77446,백정현,29,1987년 07월 13일,투수(좌투좌타),184cm/80kg,대구옥산초-대구중-대구상원고,15000만원,28000만원,07 삼성 2차 1라운드 8순위,07삼성
77452,이동걸,12,1983년 08월 12일,투수(우투우타),185cm/95kg,언북초-휘문중-휘문고-동국대-삼성,,,07 삼성 2차 7라운드 52순위,07삼성
77454,김종호,9,1984년 05월 31일,외야수(좌투좌타),183cm/82kg,성수초-청량중-배재고-건국대-삼성-상무-삼성,,,07 삼성 2차 4라운드 25순위,07삼성
77456,추승민,30,1987년 08월 18일,투수(우투우타),182cm/79kg,문성초-춘천중-구미전자공고,,,07 삼성 2차 2라운드 9순위,
77457,김상걸,57,1988년 10월 30일,투수(우투우타),187cm/92kg,동천초-경주중-경주고,,,,
77460,정대욱,54,1988년 11월 30일,내야수(우투우타),181cm/85kg,율하초-경상중-대구고,,,,
77462,김동욱,33,1988년 06월 24일,내야수(우투우타),183cm/89kg,신광초-경복중-대구고-삼성,,,07 삼성 1차,07삼성
77463,채태인,00,1982년 10월 11일,내야수(좌투좌타),187cm/94kg,대신초-대동중-부산상고-삼성-넥센-롯데,10000만원,10000만원,07 해외진출선수 특별지명,03보스턴
77464,임익준,66,1988년 03월 15일,내야수(우투우타),180cm/83kg,광주화정초-충장중-광주동성고-삼성-상무-삼성,,,07 삼성 2차 3라운드 24순위,07삼성
77466,최원제,39,1989년 02월 04일,내야수(우투좌타),183cm/95kg,사당초-이수중-장충고-삼성-경찰,,,08 삼성 2차 1라운드 8순위,08삼성
77468,이병용,107,1988년 07월 09일,외야수(우투우타),188cm/95kg,고명초-배재중-서울고,,,07 삼성 2차 6라운드 41순위,07삼성
77496,이종훈,96,1988년 05월 03일,투수(우투우타),187cm/102kg,대구수창초-경상중-대구고,,,,
77503,리오스,3,1972년 10월 13일,내야수(우투우타),177cm/90kg,베네주엘라 토스타 가르시아고,,,,
77517,김이슬,67,1984년 06월 15일,투수(좌투좌타),180cm/85kg,순천북초-이수중-효천고-경희대-롯데,,,,
77532,손아섭,31,1988년 03월 18일,외야수(우투좌타),174cm/84kg,양정초-개성중-부산고,8000만원,200000만원,07 롯데 2차 4라운드 29순위,07롯데
77552,이창석,90,1984년 12월 15일,외야수(우투우타),183cm/88kg,서림초-무등중-광주제일고-동아대-롯데-경찰,,,03 롯데 2차 9라운드 65순위,07롯데
77559,박세진,48,1988년 04월 09일,투수(좌투좌타),180cm/79kg,군산초-충암중-충암고,,,,
77560,이웅한,51,1988년 08월 19일,투수(우투좌타),185cm/87kg,합덕초-천안북중-공주고-롯데-경찰,,,07 롯데 2차 1라운드 4순위,07롯데
77563,이상화,21,1988년 03월 01일,투수(우투우타),188cm/95kg,양정초-경남중-경남고-롯데,20000만원,4000만원,07 롯데 1차,07롯데
77564,김민성,16,1988년 12월 17일,내야수(우투우타),181cm/94kg,고명초-잠신중-덕수정보고-(영남사이버대)-롯데-넥센-키움,10000만원,40000만원,07 롯데 2차 2라운드 13순위,07롯데
77566,이재곤,49,1988년 11월 24일,투수(우언우타),192cm/105kg,사직초-사직중-경남고-롯데-경찰,,,07 롯데 1차,07롯데
77569,김용진,69,1988년 06월 26일,내야수(우투우타),178cm/71kg,사파초-신월중-김해고,,,,
77591,송승준,21,1980년 06월 29일,투수(우투우타),184cm/106kg,하단초-경남중-경남고-(퍼시픽대),20000만원,5000만원,07 해외진출선수 특별지명,99보스턴
